ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
15,México,39,Ixtapaluca,12,San Francisco Acuautla," 98°51'34.061"" W","19°20'37.387"" N",2287.0,32989,16902,16087,1506,741,765,31480,16160,15320,30387,15635,14752,26403,13677,12726,24538,12751,11787,22696,11876,10820,1652,795,857,3425,1688,1737,4195,2070,2125,1865,926,939,1842,875,967,4042,2028,2014,9345,3017.0,1594,1423,95.18,8448,22660,1878,2599,1266,1333,2793,1379,1414,3056,1505,1551,2952,1405,1547,2932,1498,1434,2804,1463,1341,2560,1387,1173,2277,1173,1104,2263,1216,1047,2285,1203,1082,1994,1074,920,1454,738,716,1139,621,518,723,372,351,519,263,256,302,163,139,188,98,90,146,77,69,1.96,21798,11061,10737,11063,5774,5289,29222,15040,14182,1122,579,543,527,282,245,6,3,3,518,278,240,526,6,517,1493,      472,      254,      218,1594,645,779,225,315.0,253,247,3893,1129,2655,279,756,172,787,339,27326,668,331,337,171,89,82,168,84,84,1409,700,709,1298,676,622,100,50,50,648,387,261,767,447,320,1431,787,644,3535,1865,1670,816,341,475,7038,3639,3399,9854,5088,4766,9.62,9.58,9.66,16061,6422,9639,10310,7244,3066,15698,6326,9372,363,96,267,11269,21692,8256,2845,249,137,9236,68,385,711,8914,14183,3306,25444,3003,153.0,4349,8685,2889,5796,32966,10129,22837,10621,8687,10235,8301,8664,8685,1549,385,32966,3.8,1.04,8331,327,3112,5549,546,1643,6472,8645,15,8536,6452,124,6977,4657.0,8586,62,8630,30,8500,0,8604,5107,33,7515,6419,4057,3021,1086,2583,6721,8178,2831,3526,7737,4469,2470,921,820,195,564,3756,46,9
11,Guanajuato,21,Moroleón,1,Moroleón,"101°11'21.151"" W","20°07'54.733"" N",1807.0,41910,21741,20169,1369,666,703,40541,21075,19466,39424,20519,18905,35390,18564,16826,33520,17668,15852,31528,16709,14819,1692,817,875,3459,1694,1765,4241,2073,2168,1870,896,974,1992,959,1033,4262,2084,2178,11124,7103.0,3909,3194,92.77,8390,28443,5077,2486,1222,1264,2831,1349,1482,3073,1502,1571,3284,1566,1718,2970,1477,1493,2882,1521,1361,2994,1606,1388,3261,1709,1552,3151,1637,1514,3050,1608,1442,2651,1474,1177,2174,1161,1013,2026,1106,920,1641,894,747,1297,699,598,901,484,417,647,367,280,591,359,232,1.92,38816,20209,18607,2814,1404,1410,39057,20362,18695,242,117,125,13,4,9,0,0,0,13,4,9,13,0,13,34,      315,      152,      163,1711,1009,626,230,458.0,359,375,3386,1357,1862,275,909,340,813,377,36588,575,290,285,282,145,137,211,104,107,1506,735,771,1603,779,824,61,29,32,1578,980,598,1692,999,693,3639,2088,1551,7344,4027,3317,945,431,514,7186,3795,3391,11508,5698,5810,8.87,8.62,9.15,23019,10565,12454,12262,7945,4317,22619,10438,12181,400,127,273,9673,32206,5565,1802,161,16,23372,483,793,201,11788,19370,4231,38017,1694,39.0,2130,12611,4337,8274,41861,13303,28558,16583,12615,16479,12511,12599,12611,3308,660,41861,3.32,0.86,12543,55,3425,9173,167,1430,11001,12587,11,12548,12478,50,12104,4641.0,12572,18,12582,16,12532,1,12571,3140,19,12293,10913,7803,6137,7754,4447,10028,12267,5002,5867,10844,6587,5853,1681,1041,170,889,5379,69,9
12,Guerrero,66,Tlapa de Comonfort,1,Tlapa de Comonfort," 98°34'55.698"" W","17°32'49.018"" N",1057,59580,31940,27640,3968,2010,1958,55558,29903,25655,52853,28487,24366,43676,23899,19777,39795,21964,17831,36054,20086,15968,4016,2077,1939,7866,3927,3939,9117,4546,4571,3881,1935,1946,3741,1878,1863,8085,4422,3663,17453,4180.0,2306,1874,86.54,19731,36946,2849,6673,3426,3247,6674,3328,3346,6384,3195,3189,6061,3119,2942,5765,3181,2584,5443,3125,2318,4603,2615,1988,3803,2119,1684,3256,1787,1469,2673,1507,1166,2210,1221,989,1801,984,817,1331,725,606,1004,559,445,696,367,329,477,259,218,340,200,140,332,196,136,2.16,56400,30312,26088,2667,1364,1303,51526,27876,23650,1065,543,522,23137,13162,9975,1135,849,286,21907,12263,9644,22744,1092,21557,40188,     3826,     2042,     1784,3021,1349,1389,533,601.0,467,560,7283,2336,4566,628,1400,340,1674,818,48817,692,343,349,240,113,127,272,112,160,2879,1471,1408,2657,1481,1176,342,149,193,3995,2695,1300,3823,2525,1298,2884,1608,1276,3880,2095,1785,1810,896,914,7812,4126,3686,17993,9874,8119,9.62,9.45,9.84,27316,12578,14738,16254,11271,4983,26749,12452,14297,567,126,441,20522,38989,1525,7547,240,222,29108,378,81,71,16873,22161,4636,47975,5817,30.0,5685,13387,5454,7933,59291,22455,36836,19596,13396,19565,13365,13301,13387,2974,3226,59291,4.43,1.34,12025,1263,5844,7444,2619,2528,8141,13201,87,12852,12021,435,11412,4637.0,12527,594,12952,335,12544,17,12622,9112,190,10842,5405,2511,3242,1649,654,6859,10251,4184,3314,12127,4631,3497,569,406,1903,899,7343,331,10
11,Guanajuato,2,Acámbaro,1,Acámbaro,"100°43'09.575"" W","20°02'07.369"" N",1880.0,56597,29703,26894,2206,1107,1099,54357,28579,25778,52528,27670,24858,46324,24548,21776,43617,23243,20374,40710,21763,18947,2866,1412,1454,5167,2619,2548,6200,3071,3129,2707,1305,1402,2907,1480,1427,6331,3163,3168,14838,8773.0,4845,3928,90.54,12946,37487,6130,4035,2016,2019,4418,2223,2195,4493,2204,2289,4770,2404,2366,4468,2239,2229,3968,1990,1978,3890,2080,1810,3873,2108,1765,3780,2083,1697,3601,1934,1667,3562,1946,1616,2932,1614,1318,2643,1438,1205,2003,1098,905,1536,850,686,1107,600,507,729,419,310,755,440,315,2.11,49876,26173,23703,6234,3299,2935,51010,27112,23898,1007,482,525,78,40,38,1,0,1,77,40,37,78,1,77,195,      502,      241,      261,3352,1776,1469,494,783.0,659,639,6796,2306,4330,418,1585,387,1266,733,46079,1026,527,499,219,96,123,223,95,128,2179,1152,1027,2215,1132,1083,132,55,77,1706,1020,686,2382,1338,1044,3019,1687,1332,5528,2949,2579,1195,540,655,12687,6726,5961,17119,9075,8044,9.56,9.51,9.62,28330,12342,15988,17840,12156,5684,27825,12234,15591,505,108,397,11515,45001,16258,5147,223,67,23295,152,572,117,15760,24410,6143,51345,2381,75.0,2694,15742,6025,9717,56170,20103,36067,21321,15762,21246,15687,15681,15742,4606,953,56170,3.57,0.89,15405,266,3840,11829,291,1673,13705,15621,49,15517,14655,153,14034,4594.0,15550,63,15597,73,15462,18,15549,6680,83,14843,13220,8526,7300,4212,4758,12141,14976,5772,7622,13868,8008,8501,2036,1539,345,888,6683,150,10
16,Michoacán de Ocampo,43,Jacona,1,Jacona de Plancarte,"102°18'21.684"" W","19°57'22.759"" N",1577.0,61510,31765,29745,3448,1672,1776,58054,30089,27965,55522,28817,26705,47277,24690,22587,43821,22930,20891,40502,21274,19228,3728,1905,1823,7049,3494,3555,8174,4109,4065,3456,1760,1696,3319,1656,1663,7433,3801,3632,16166,6817.0,3689,3128,93.64,17681,39065,4756,5980,2944,3036,5921,2933,2988,5780,2954,2826,5528,2807,2721,5224,2650,2574,4732,2373,2359,4516,2368,2148,3990,2086,1904,3875,2067,1808,3441,1815,1626,3137,1696,1441,2561,1379,1182,2061,1118,943,1613,843,770,1232,663,569,894,499,395,534,278,256,483,288,195,2.31,57568,29801,27767,3436,1726,1710,54635,28445,26190,570,279,291,501,245,256,9,7,2,491,238,253,499,8,490,1443,      604,      312,      292,3174,1619,1330,445,659.0,546,593,5829,1821,3624,378,1262,315,1224,676,52162,1922,971,951,758,347,411,979,478,501,1696,865,831,1644,825,819,594,251,343,3450,1983,1467,4417,2454,1963,5827,3115,2712,10039,5439,4600,2130,942,1188,8148,4275,3873,11901,5910,5991,7.86,7.68,8.05,31414,13575,17839,15657,11044,4613,31043,13494,17549,371,81,290,23401,38067,24828,2983,104,68,9098,104,727,476,15305,25990,5964,54490,3768,39.0,3154,16076,5333,10743,61262,19367,41895,19431,16092,18805,15466,16054,16076,2839,500,61262,3.81,1.01,15789,264,4496,11557,402,2573,13077,16012,41,15989,15710,64,13122,4569.0,15953,65,16010,43,15937,6,15973,7501,78,14624,12289,7103,6605,3810,5107,12026,15283,4920,4784,14168,8311,8186,2107,1538,348,1124,7065,135,10
30,Veracruz de Ignacio de la Llave,189,Tuxpan,1,Túxpam de Rodríguez Cano," 97°24'14.138"" W","20°57'51.468"" N",20.0,89557,46988,42569,3220,1623,1597,86322,45358,40964,83786,44126,39660,74336,39514,34822,70283,37598,32685,66169,35605,30564,3933,1919,2014,8053,3925,4128,9518,4588,4930,4053,1916,2137,4114,1993,2121,9359,4712,4647,23459,14204.0,7946,6258,90.6,19259,60549,9734,5756,2855,2901,6700,3251,3449,6803,3277,3526,6899,3387,3512,6574,3318,3256,6378,3376,3002,6359,3400,2959,6275,3351,2924,6175,3327,2848,6042,3300,2742,6215,3403,2812,5162,2790,2372,4470,2384,2086,3305,1851,1454,2560,1415,1145,1827,1041,786,1126,664,462,916,591,325,1.89,79449,41807,37642,9754,5025,4729,79964,42464,37500,3097,1530,1567,895,399,496,3,3,0,856,391,465,894,3,855,2346,     2201,     1103,     1098,5314,2529,2383,744,1117.0,980,1005,12810,4049,8222,737,2620,440,2830,1254,70869,1401,670,731,255,128,127,220,103,117,3527,1745,1782,3855,1898,1957,205,86,119,1888,1221,667,2381,1494,887,4399,2606,1793,8280,4752,3528,1943,884,1059,13908,7202,6706,36798,19226,17572,10.6,10.45,10.77,44245,19313,24932,29901,20120,9781,43064,18982,24082,1181,331,850,23047,66419,35488,10223,279,8169,11762,413,1237,361,24407,39291,10575,62789,14319,82.0,12257,27162,9516,17646,89025,27887,61138,33834,27171,31375,24712,27086,27162,5047,1616,89025,3.28,0.9,26523,560,8658,18426,2746,3599,20739,26971,113,25519,22592,1565,22208,4487.0,26367,604,26724,353,25297,31,26324,15428,143,25119,22390,11751,10290,2528,2864,19973,25415,11139,10828,24893,17073,17477,5166,2630,800,1313,8790,305,10
15,México,70,La Paz,5,La Magdalena Atlicpac," 98°57'20.065"" W","19°22'15.717"" N",2250.0,31275,16112,15163,1453,719,734,29818,15392,14426,28702,14856,13846,24945,13040,11905,23293,12217,11076,21678,11387,10291,1707,843,864,3166,1509,1657,3818,1863,1955,1652,823,829,1615,830,785,3708,1867,1841,8715,3327.0,1791,1536,94.11,7978,21244,2049,2569,1255,1314,2693,1320,1373,2716,1319,1397,2705,1383,1322,2618,1314,1304,2411,1255,1156,2319,1197,1122,2390,1267,1123,2321,1257,1064,2005,1042,963,1756,960,796,1441,751,690,1278,693,585,883,486,397,547,281,266,292,145,147,188,104,84,139,82,57,1.96,17653,8978,8675,12975,6811,6164,27639,14347,13292,916,457,459,605,292,313,2,2,0,571,274,297,602,2,570,1642,     1728,      872,      856,1820,708,986,180,373.0,228,245,4274,1193,2930,188,849,143,868,483,24927,612,301,311,106,56,50,78,29,49,1302,696,606,1404,703,701,68,30,38,487,320,167,739,454,285,1172,664,508,2923,1608,1315,757,308,449,6482,3363,3119,10403,5333,5070,10.03,9.92,10.14,15819,6739,9080,9072,6272,2800,15480,6614,8866,339,125,214,11949,19266,9210,2160,580,184,6397,81,259,569,8632,13111,3182,24026,2679,109.0,3866,8078,2562,5516,31269,9301,21968,8823,8081,7897,7155,8074,8078,587,155,31269,3.87,1.04,7921,145,3063,5003,657,1528,5880,8058,8,8058,5827,7,6530,4480.0,8043,13,8018,5,8003,0,8003,4443,25,7090,6052,3761,3039,1051,3358,5995,7712,3246,4319,7241,4775,2160,1200,1044,152,355,2859,37,9
3,Baja California Sur,8,Los Cabos,1,San José del Cabo,"109°41'41.097"" W","23°03'41.729"" N",16.0,136285,66083,70202,6819,3376,3443,129285,62615,66670,124205,60105,64100,106990,51675,55315,100018,48242,51776,93324,44990,48334,7535,3726,3809,14760,7214,7546,16957,8307,8650,6972,3433,3539,6694,3252,3442,16626,8034,8592,39008,7990.0,4001,3989,106.23,36086,95104,4914,11899,5886,6013,12139,5944,6195,12048,5919,6129,11227,5459,5768,12093,5827,6266,13175,6451,6724,12732,6208,6524,12445,5876,6569,10589,5092,5497,8684,4095,4589,6558,3101,3457,4525,2132,2393,3076,1536,1540,2138,1054,1084,1235,604,631,795,405,390,407,219,188,339,183,156,1.78,64534,32010,32524,69980,33258,36722,105280,51255,54025,18156,8559,9597,2207,975,1232,14,8,6,2147,944,1203,2196,14,2137,4921,     3219,     1506,     1713,4368,1752,2117,668,697.0,716,737,12280,2891,8192,763,1891,439,2043,1488,118558,3192,1543,1649,503,234,269,421,196,225,5385,2685,2700,4187,2134,2053,357,139,218,1975,1088,887,2734,1440,1294,5616,2664,2952,11730,5590,6140,3596,1532,2064,25049,11898,13151,47405,23160,24245,10.25,10.29,10.2,76114,30605,45509,30568,20927,9641,74814,30235,44579,1300,370,930,24798,111159,84195,9231,334,88,16469,439,2152,208,35063,60255,11574,92764,16386,181.0,26536,40561,11850,28711,136146,38800,97346,48382,40579,46933,39130,40308,40561,4233,3570,136146,3.36,1.13,37747,2470,16621,23625,7384,8255,24602,39957,294,38130,36464,2116,28449,4371.0,39870,218,39751,484,37640,27,39597,14252,213,36991,27653,18689,25405,2781,3647,23752,35618,17566,14599,38791,25822,20830,11854,5850,2713,1175,12757,344,11
21,Puebla,132,San Martín Texmelucan,1,San Martín Texmelucan de Labastida," 98°26'07.856"" W","19°16'58.469"" N",2252.0,78264,40929,37335,3461,1720,1741,74797,39206,35591,72241,37973,34268,63172,33440,29732,59178,31497,27681,55095,29558,25537,3876,1907,1969,7749,3859,3890,9235,4543,4692,3994,1943,2051,4083,1939,2144,9169,4555,4614,21642,9601.0,5320,4281,91.22,19080,52768,6410,6017,2953,3064,6371,3193,3178,6692,3283,3409,6650,3220,3430,6602,3274,3328,6187,3225,2962,5593,3031,2562,5648,3117,2531,5451,2981,2470,5170,2794,2376,4587,2513,2074,3689,2022,1667,3191,1754,1437,2283,1262,1021,1716,933,783,1062,577,485,687,406,281,662,388,274,1.99,67051,34763,32288,10886,6004,4882,70030,36868,33162,1975,1019,956,382,196,186,3,3,0,374,191,183,379,3,371,924,     2102,     1059,     1043,3745,1624,1669,533,883.0,670,645,10468,3014,7011,608,2310,505,2221,874,63603,1115,523,592,304,144,160,274,120,154,3308,1612,1696,3616,1866,1750,182,70,112,1415,902,513,1448,912,536,3233,1954,1279,8013,4550,3463,1902,864,1038,13573,7146,6427,28757,14888,13869,10.42,10.25,10.6,40599,17835,22764,22434,15542,6892,39815,17592,22223,784,243,541,31111,47075,23331,4568,1107,1875,15359,478,484,311,21453,32187,9494,65192,7611,156.0,5185,20691,7065,13626,78225,24611,53614,25741,20698,25111,20068,20633,20691,3970,1073,78225,3.78,0.9,20387,245,5246,15386,630,2229,17773,20617,15,20567,18171,65,17587,4334.0,20561,37,20580,47,20515,3,20548,10552,82,17677,14832,9539,8081,4048,9665,16401,19520,7647,6947,18812,10814,7121,3033,1947,453,1158,8652,156,10
20,Oaxaca,318,San Pedro Mixtepec,9,Puerto Escondido," 97°04'16.667"" W","15°51'45.006"" N",61.0,29903,15539,14364,1584,788,796,28316,14750,13566,27203,14184,13019,23402,12365,11037,21792,11580,10212,20122,10740,9382,1642,823,819,3272,1562,1710,3810,1826,1984,1610,785,825,1670,840,830,3381,1744,1637,8709,2593.0,1338,1255,92.44,8108,20127,1665,2697,1354,1343,2677,1313,1364,2734,1291,1443,2661,1332,1329,2390,1252,1138,2646,1466,1180,2504,1348,1156,2305,1252,1053,2081,1095,986,1768,964,804,1596,871,725,1248,662,586,928,466,462,613,333,280,446,220,226,299,159,140,164,83,81,143,77,66,1.95,26387,13781,12606,3148,1595,1553,26083,13647,12436,950,478,472,1322,741,581,17,14,3,1295,723,572,1316,17,1289,3347,     3897,     2066,     1831,1248,563,581,239,243.0,252,259,3131,918,2012,234,553,116,525,376,25340,493,241,252,98,48,50,126,53,73,1254,648,606,845,453,392,116,47,69,1159,792,367,1387,889,498,1830,1023,807,3035,1665,1370,778,371,407,4576,2386,2190,9449,4836,4613,9.62,9.39,9.88,16414,7562,8852,6929,4782,2147,16302,7529,8773,112,33,79,11927,17954,5422,3497,19,258,8680,39,117,59,7800,12712,2880,18556,6247,59.0,5016,8429,2905,5524,29860,9446,20414,11534,8434,11490,8390,8339,8429,1605,1495,29860,3.54,1.21,7199,1136,3662,4674,1782,1842,4712,8259,77,8247,8021,89,7267,4321.0,8236,42,8256,80,8138,8,8225,4196,80,7189,5066,1750,3023,1969,1286,5939,6504,2857,2111,7832,3939,2543,841,300,724,394,3849,137,8
25,Sinaloa,6,Culiacán,1,Culiacán Rosales,"107°23'37.522"" W","24°48'31.709"" N",57.0,808416,416251,392165,36191,17710,18481,770894,397875,373019,744799,384968,359831,652566,339774,312792,612307,319988,292319,572452,300308,272144,39101,19343,19758,79227,38758,40469,93548,45811,47737,40259,19786,20473,39855,19680,20175,101116,51372,49744,227597,87853.0,48913,38940,94.21,194778,554365,57942,62286,30617,31669,65405,32079,33326,67087,32901,34186,68072,33858,34214,72899,37194,35705,69151,35762,33389,64028,33061,30967,60497,31063,29434,56559,29349,27210,52171,27310,24861,45142,24136,21006,35935,19342,16593,29911,16233,13678,21855,12055,9800,15254,8481,6773,9790,5424,4366,6278,3692,2586,4765,3028,1737,1.91,727447,375291,352156,71497,36337,35160,724487,375389,349098,17365,8413,8952,1519,683,836,6,3,3,1459,650,809,1508,5,1453,3002,    12915,     6617,     6298,31810,15351,13189,5223,5496.0,6242,6283,73566,22264,45964,4666,12516,3585,14556,11189,695577,14688,7208,7480,2423,1117,1306,1970,843,1127,34212,17279,16933,51593,26700,24893,1203,493,710,9595,4910,4685,13254,6750,6504,30349,16463,13886,49156,26940,22216,20170,9111,11059,97473,51056,46417,378086,196579,181507,11.75,11.73,11.77,414951,182534,232417,235703,156681,79022,409027,180492,228535,5924,2042,3882,168516,637911,467661,94246,5414,1838,69082,2926,16990,3354,237682,335074,79437,640149,67285,576.0,98172,232104,88216,143888,804276,290514,513762,277963,232201,267241,221479,231875,232104,36768,8994,804276,3.47,0.92,228440,2970,55075,176375,4168,23218,204057,231211,232,230735,228454,703,126148,4320.0,230076,894,230424,960,229954,70,229896,68749,293,228053,195461,145558,157238,18740,24959,132733,222479,128055,79486,222844,163381,119171,73714,42575,5252,5193,55334,811,13
15,México,24,Cuautitlán,1,Cuautitlán," 99°10'43.069"" W","19°39'54.221"" N",2251.0,117995,60165,57830,3465,1756,1709,114498,58391,56107,111678,57009,54669,99846,51165,48681,94124,48309,45815,87980,45296,42684,4386,2144,2242,10266,5082,5184,12811,6388,6423,5722,2856,2866,6144,3013,3131,14864,7099,7765,34433,11256.0,6280,4976,96.12,23839,87348,6776,6285,3138,3147,8062,3974,4088,9492,4726,4766,10444,5085,5359,10564,5027,5537,9784,4827,4957,8874,4354,4520,8811,4635,4176,9332,5009,4323,10309,5496,4813,8698,4535,4163,6052,3061,2991,4480,2451,2029,2815,1480,1335,1794,1010,784,1065,622,443,571,367,204,531,350,181,1.66,67449,34168,33281,48345,25576,22769,105788,54677,51111,4050,2105,1945,913,451,462,2,1,1,880,436,444,906,1,875,2332,     3172,     1612,     1560,4761,1906,2199,625,982.0,690,781,14560,3797,10067,762,2853,659,2705,1400,97966,1287,654,633,371,161,210,281,144,137,5300,2633,2667,7033,3426,3607,151,67,84,855,612,243,1924,1165,759,2393,1483,910,6906,4062,2844,2322,1025,1297,20515,10273,10242,56254,28252,28002,11.26,11.11,11.42,63174,27333,35841,36459,23719,12740,61820,26875,34945,1354,458,896,31091,85242,65270,5802,1714,575,8940,335,1634,1920,36195,51339,12265,86149,10463,470.0,20627,34037,10901,23136,116349,33630,82719,39504,34048,37943,32487,33888,34037,4443,1013,116349,3.42,0.86,33715,137,5414,28462,479,1838,31559,33868,11,33819,31303,36,17339,4284.0,33819,16,33766,16,33726,1,33747,15724,48,32511,29484,22456,16972,3013,9440,26463,32964,19787,21992,32002,25515,13837,10335,7653,418,696,6498,79,11
30,Veracruz de Ignacio de la Llave,138,Río Blanco,1,Río Blanco," 97°08'22.290"" W","18°50'19.914"" N",1240.0,41785,22480,19305,1438,739,699,40343,21739,18604,39107,21100,18007,34865,18984,15881,32903,18018,14885,30927,17033,13894,1893,969,924,3585,1786,1799,4405,2180,2225,1962,966,996,1976,985,991,4353,2183,2170,11013,7238.0,4146,3092,85.88,8878,27831,5072,2674,1378,1296,3003,1513,1490,3201,1569,1632,3254,1631,1623,3075,1537,1538,2840,1472,1368,2862,1593,1269,2902,1597,1305,2818,1586,1232,2805,1597,1208,2738,1523,1215,2371,1336,1035,2166,1202,964,1687,956,731,1297,719,578,792,462,330,656,417,239,640,390,250,1.86,38026,20416,17610,3666,2026,1640,38401,20747,17654,663,335,328,543,292,251,2,1,1,540,291,249,543,2,540,1385,      555,      310,      245,2455,1135,1084,347,668.0,491,399,5511,1565,3696,269,1331,226,843,540,33602,583,282,301,128,59,69,100,42,58,1663,837,826,2057,1035,1022,74,38,36,847,596,251,895,595,300,1884,1193,691,4189,2433,1756,1131,542,589,6402,3484,2918,17275,9166,8109,10.64,10.45,10.87,19541,8791,10750,15279,10168,5111,19009,8635,10374,532,156,376,11911,29860,20872,2687,37,138,5587,63,740,136,12393,17141,5331,33570,5994,37.0,2162,12334,5123,7211,41776,16489,25287,14211,12336,13258,11383,12319,12334,1443,432,41776,3.39,0.87,12215,104,4310,8009,822,1803,9694,12285,34,12269,12207,50,10089,4263.0,12194,91,12189,130,12122,3,12148,7993,78,11056,9157,4995,3715,1101,3151,9227,11536,5022,5503,11010,6911,5607,2001,1223,337,814,4720,127,9
