ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
6,Colima,10,Villa de Álvarez,1,Ciudad de Villa de Álvarez,"103°44'12.331"" W","19°15'53.195"" N",521.0,147496,76348,71148,5571,2773,2798,141476,73350,68126,136958,71080,65878,120604,63024,57580,113722,59710,54012,106651,56231,50420,6831,3390,3441,14041,6936,7105,16199,7867,8332,6882,3314,3568,7071,3479,3592,17558,8904,8654,42530,15567.0,8374,7193,93.19,33325,104041,9681,10089,5043,5046,11756,5798,5958,11480,5572,5908,12110,6024,6086,12519,6359,6160,12579,6536,6043,12705,6728,5977,11903,6105,5798,10422,5493,4929,9747,5285,4462,8860,4863,3997,7310,3943,3367,5886,3105,2781,3764,1930,1834,2558,1386,1172,1550,845,705,963,585,378,846,523,323,1.78,106146,54891,51255,39011,20313,18698,128879,67119,61760,7152,3605,3547,399,177,222,2,2,0,381,165,216,397,2,380,856,     2823,     1432,     1391,6356,2939,2720,916,1190.0,1163,1210,16911,4364,10997,920,2880,601,3337,1788,122944,1978,992,986,352,166,186,317,138,179,5962,3027,2935,8319,4293,4026,217,89,128,1410,787,623,1867,1063,804,4645,2519,2126,8742,4658,4084,3008,1343,1665,22573,11774,10799,68956,36156,32800,11.61,11.57,11.66,80944,37378,43566,39455,25552,13903,79583,36890,42693,1361,488,873,26669,120306,81608,17533,243,578,20422,562,2197,626,43432,62580,14549,124202,9947,247.0,12475,48393,17800,30593,147437,49912,97525,60499,48403,58142,46046,48351,48393,10083,2013,147437,3.05,0.88,47766,420,13304,34886,689,7026,40474,48089,102,48115,48053,76,44390,15451.0,48156,12,48152,33,48038,15,48140,15340,97,46641,39071,27387,30424,6687,6535,34073,45491,26226,18971,46037,36584,24944,14357,7591,1207,1129,9427,177,11
6,Colima,2,Colima,1,Colima,"103°43'41.228"" W","19°14'34.520"" N",485.0,146965,75962,71003,5060,2441,2619,141387,73262,68125,137577,71358,66219,122442,63921,58521,115756,60597,55159,108818,57156,51662,5850,2886,2964,13095,6455,6640,15580,7680,7900,6686,3324,3362,6938,3441,3497,17017,8489,8528,38891,23440.0,13124,10316,93.47,30691,99350,16406,8870,4345,4525,10634,5214,5420,11187,5547,5640,11878,5896,5982,12077,6034,6043,11072,5567,5505,10904,5625,5279,10464,5389,5075,10358,5438,4920,9695,4942,4753,8485,4567,3918,7383,4015,3368,7034,3874,3160,5652,3135,2517,4337,2388,1949,2935,1641,1294,1892,1094,798,1590,992,598,1.97,104362,54029,50333,39014,20629,18385,128603,67467,61136,6885,3428,3457,537,236,301,23,13,10,503,222,281,530,19,500,1104,     2681,     1354,     1327,8692,4615,3515,1126,1613.0,1618,1601,18219,6043,10729,985,3460,735,4059,2331,118574,1727,848,879,407,193,214,374,165,209,5703,2872,2831,7561,3904,3657,281,125,156,2429,1293,1136,3111,1672,1439,6530,3461,3069,11850,6512,5338,3878,1670,2208,23559,12140,11419,62828,32906,29922,11.02,10.97,11.08,77473,34981,42492,44658,28812,15846,76097,34505,41592,1376,476,900,26245,120118,75398,13947,458,949,28288,359,3376,862,44136,60173,18070,123148,10746,233.0,12126,47250,17973,29277,145091,51234,93857,60820,47337,60051,46568,47159,47250,11144,2339,145091,3.07,0.83,46234,730,14268,32702,1599,7180,38192,46782,190,46783,46635,189,38898,14791.0,46861,39,46889,83,46627,26,46856,17287,168,44903,37181,25339,27206,6453,6910,33839,43899,23252,19903,43768,33578,22905,11859,5873,1386,1553,11584,307,11
15,México,29,Chicoloapan,1,Chicoloapan de Juárez," 98°54'07.244"" W","19°25'00.355"" N",2259.0,193532,99967,93565,7837,3808,4029,185654,96139,89515,178927,92763,86164,156159,81296,74863,145627,76075,69552,134554,70740,63814,10198,5140,5058,19297,9703,9594,23678,11760,11918,10532,5221,5311,11073,5335,5738,24363,12121,12242,56155,16942.0,9187,7755,93.6,47864,135251,10376,14564,7184,7380,15958,8160,7798,17342,8528,8814,18280,8781,9499,17156,8675,8481,14757,7587,7170,13037,6911,6126,13804,7467,6337,15708,8578,7130,15673,8156,7517,12042,6336,5706,8228,4397,3831,6566,3576,2990,4465,2374,2091,2799,1502,1297,1519,824,695,890,483,407,703,428,275,1.83,106075,53938,52137,86328,45453,40875,171505,88950,82555,7044,3651,3393,1921,1014,907,18,14,4,1829,954,875,1915,18,1824,5399,     2288,     1176,     1112,9253,3700,4676,1247,1720.0,1344,1614,24129,6060,17065,1239,4379,875,3978,2505,158815,4002,1948,2054,858,415,443,712,324,388,8992,4460,4532,9169,4600,4569,341,162,179,2565,1628,937,4181,2502,1679,5933,3443,2490,15279,8764,6515,4673,2050,2623,39592,20563,19029,69737,35518,34219,10.17,10.06,10.3,97796,41481,56315,58086,39676,18410,95478,40741,54737,2318,740,1578,67613,125504,71859,16739,3277,1073,28743,586,2010,2540,54942,81767,19348,137972,17977,886.0,36114,52813,17451,35362,193330,59525,133805,63104,52823,58177,47896,52757,52813,8094,2187,193330,3.66,1.01,52148,555,18218,34497,2459,9651,40601,52674,44,52491,50319,225,32724,14790.0,52608,65,52494,121,52291,5,52450,30057,151,48200,41632,28820,18787,7370,17447,41059,50332,22627,28482,48157,34038,14196,9200,7403,1096,2228,15831,270,11
11,Guanajuato,27,Salamanca,1,Salamanca,"101°11'59.695"" W","20°34'07.250"" N",1710.0,160682,83178,77504,6177,3050,3127,154444,80097,74347,149613,77692,71921,133168,69535,63633,125524,65773,59751,117816,61939,55877,7169,3567,3602,14107,6995,7112,17245,8486,8759,7644,3762,3882,7708,3834,3874,18384,9098,9286,42989,23071.0,12493,10578,93.18,35097,109970,15554,11008,5455,5553,11539,5762,5777,12550,6157,6393,13059,6428,6631,13033,6504,6529,11669,5892,5777,11455,5913,5542,11331,6080,5251,11449,6157,5292,11385,6015,5370,10469,5711,4758,8603,4580,4023,7517,4096,3421,5738,3045,2693,4131,2251,1880,2634,1398,1236,1672,928,744,1379,775,604,1.93,143263,74201,69062,16642,8575,8067,147174,76598,70576,2100,974,1126,206,93,113,0,0,0,205,92,113,206,0,205,410,     2427,     1231,     1196,7339,4055,2951,985,1507.0,1473,1269,17199,6024,11035,1029,3750,1058,3071,1850,135207,2400,1171,1229,595,311,284,572,260,312,5973,2990,2983,7417,3584,3833,260,104,156,3425,2267,1158,4837,3011,1826,5560,3386,2174,15207,8437,6770,2620,1156,1464,33815,17296,16519,58217,29544,28673,10.32,10.11,10.55,74990,31251,43739,57928,38161,19767,72697,30626,42071,2293,625,1668,25498,135063,71564,8836,553,22842,30345,367,1918,793,45056,72244,15836,138488,10762,174.0,11092,45419,15011,30408,160576,49219,111357,55247,45437,54990,45180,45388,45419,8053,1757,160576,3.54,0.82,44940,439,9647,35731,662,3485,41231,45313,67,45050,44205,330,39016,14655.0,45256,59,45188,192,44912,21,45130,15656,111,43941,41219,30506,27231,7889,20482,32818,43912,22159,22503,41357,31985,27245,10838,6967,787,2031,11811,280,11
7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez," 92°08'09.006"" W","16°15'08.858"" N",1643.0,113479,60064,53415,5310,2604,2706,108104,57427,50677,104021,55398,48623,89155,48012,41143,82981,45000,37981,76820,41832,34988,6119,3064,3055,12830,6351,6479,14693,7235,7458,6174,3012,3162,6161,3168,2993,13611,7124,6487,33273,11134.0,6116,5018,88.93,30433,75545,7436,9393,4633,4760,10690,5319,5371,10350,5079,5271,10101,5172,4929,9671,5120,4551,9351,5171,4180,9232,5086,4146,8833,4876,3957,7794,4201,3593,6614,3647,2967,5701,3147,2554,4550,2464,2086,3698,2008,1690,2640,1406,1234,1831,1003,828,1296,723,573,834,497,337,835,479,356,1.88,105768,56211,49557,5980,2951,3029,101422,54231,47191,1858,902,956,4095,2214,1881,47,35,12,4022,2176,1846,4022,47,3949,8107,      907,      467,      440,3929,1869,1726,648,872.0,814,730,9214,2716,5858,507,1717,404,1488,1204,99696,1799,873,926,683,330,353,641,306,335,4576,2404,2172,4578,2301,2277,476,218,258,5453,3757,1696,6331,4097,2234,7944,4742,3202,12923,7443,5480,2136,1041,1095,15382,8394,6988,35413,17795,17618,9.54,9.16,10,57902,25917,31985,30988,21976,9012,56797,25541,31256,1105,376,729,51903,61481,14785,11921,2256,1374,29607,664,431,1005,28939,48221,11981,76742,26526,76.0,9988,31032,10196,20836,112949,33398,79551,40028,31056,39848,30876,30972,31032,6434,2538,112949,3.64,0.96,30011,944,9505,21454,2026,4242,24691,30896,63,29856,26868,1103,26863,14283.0,30431,426,30754,205,29709,12,30497,16611,261,26240,20030,11898,12948,2851,4215,22690,28804,10211,7624,28489,12708,12000,3089,1817,1084,2018,15906,378,11
11,Guanajuato,37,Silao de la Victoria,1,Silao de la Victoria,"101°25'34.378"" W","20°56'40.021"" N",1779.0,83352,42766,40586,4256,2127,2129,79060,40622,38438,75969,39086,36883,65741,33946,31795,61032,31660,29372,56521,29373,27148,4539,2229,2310,8780,4447,4333,10653,5286,5367,4709,2286,2423,4511,2287,2224,10296,5181,5115,23153,8271.0,4513,3758,94.9,22284,55557,5475,7347,3663,3684,7202,3624,3578,7735,3802,3933,7465,3774,3691,7342,3694,3648,7053,3470,3583,6681,3547,3134,6151,3152,2999,5632,2942,2690,4912,2574,2338,4302,2280,2022,3223,1714,1509,2796,1502,1294,2067,1096,971,1372,761,611,899,504,395,591,327,264,546,323,223,2.13,75570,39086,36484,7271,3423,3848,73786,38144,35642,1971,868,1103,106,45,61,1,1,0,98,40,58,106,1,98,260,     1552,      752,      800,3622,1742,1505,569,584.0,769,556,7923,2389,5157,513,1414,406,1135,799,71379,1960,975,985,364,175,189,409,201,208,3056,1608,1448,3041,1552,1489,242,106,136,2303,1432,871,3101,1785,1316,3643,2087,1556,8245,4470,3775,1565,722,843,17923,9323,8600,24372,12052,12320,9.67,9.49,9.86,40640,16674,23966,24952,17205,7747,39695,16445,23250,945,229,716,13079,70188,38988,5765,403,150,21882,669,2637,800,23277,35650,6793,74806,4095,106.0,4247,19693,6826,12867,83217,28159,55058,23928,19706,23466,19244,19678,19693,3611,611,83217,4.23,1.03,19409,251,3703,15959,404,1966,17292,19617,46,19097,17631,567,15712,14120.0,19524,114,19592,69,19056,12,19569,7410,71,18463,16582,10070,9726,5264,9214,14061,18782,7987,6629,17696,11259,9988,3157,2214,445,1283,7382,166,10
19,Nuevo León,39,Monterrey,1,Monterrey,"100°18'39.210"" W","25°39'52.910"" N",530.0,1142952,578172,564780,41910,20520,21390,1092650,553444,539206,1060498,537745,522753,958736,487988,470748,913117,465646,447471,864451,441794,422657,48099,23400,24699,85815,42056,43759,103646,50834,52812,45619,22342,23277,48666,23852,24814,135087,66237,68850,287700,193946.0,108330,85616,97.68,221443,775107,138010,74062,36219,37843,72125,35204,36921,75256,36895,38361,86274,42509,43765,97479,47580,49899,86831,42038,44793,76849,37766,39083,75437,37276,38161,79451,39854,39597,81165,40677,40488,75028,38186,36842,60657,31430,29227,55936,30087,25849,44785,24702,20083,36833,20535,16298,25506,14299,11207,17309,10140,7169,13577,8567,5010,1.89,869220,437686,431534,246956,127575,119381,1009321,513029,496292,39762,19551,20211,11152,5859,5293,59,37,22,10767,5642,5125,11066,53,10694,20219,    20446,    10145,    10301,51001,26939,20367,8407,10885.0,12688,9764,114908,37363,74610,7385,25102,7452,19807,15825,956778,16243,7781,8462,4546,2104,2442,3288,1475,1813,36591,18256,18335,57076,27945,29131,1606,691,915,14067,8145,5922,20712,11657,9055,42289,24040,18249,86801,48498,38303,18800,8299,10501,196243,96590,99653,509547,254265,255282,11.47,11.27,11.68,575150,235178,339972,377935,250345,127590,564324,232031,332293,10826,3147,7679,225002,904891,682654,36097,9641,2723,81614,2651,117820,22908,347274,482360,125361,920216,120812,1563.0,86264,328895,106411,222484,1138825,341866,796959,368780,329082,329609,289911,328645,328895,34273,5425,1138825,3.46,0.74,323325,2613,78684,247313,8565,23654,293778,325800,239,325260,322554,762,39236,13511.0,325164,453,325210,665,324509,48,324838,115649,645,318648,293313,239807,206774,17799,28291,227619,315443,189680,227465,298526,255215,162825,122499,70702,5645,11153,63042,1599,14
5,Coahuila de Zaragoza,18,Monclova,1,Monclova,"101°25'02.008"" W","26°54'04.472"" N",606.0,237169,119538,117631,11511,5639,5872,225465,113802,111663,216578,109367,107211,188399,95569,92830,176980,89966,87014,165628,84418,81210,13186,6554,6632,23880,11679,12201,27200,13325,13875,11419,5603,5816,11352,5548,5804,25792,12839,12953,59988,30720.0,15826,14894,98.4,59996,156921,20059,20398,10074,10324,20267,9932,10335,19331,9469,9862,19143,9440,9703,18001,8947,9054,17144,8755,8389,16658,8405,8253,16755,8315,8440,15892,8155,7737,15440,7971,7469,14681,7678,7003,12546,6474,6072,10661,5351,5310,7667,3855,3812,5537,2877,2660,3367,1780,1587,2035,1126,909,1453,837,616,2.07,219980,111077,108903,15664,7747,7917,213573,108022,105551,2300,1070,1230,220,93,127,2,2,0,218,91,127,220,2,218,528,     1755,      864,      891,11916,6209,4751,1733,2529.0,2591,1945,26347,9050,16511,1474,7086,1291,4551,2759,197317,4907,2430,2477,900,443,457,691,353,338,8987,4465,4522,9376,4709,4667,405,172,233,2075,1084,991,2958,1609,1349,6293,3586,2707,18930,10062,8868,3794,1756,2038,45785,22954,22831,89716,44404,45312,10.87,10.73,11.01,108199,41934,66265,79918,53494,26424,104532,41135,63397,3667,799,2868,36930,199789,174033,12871,521,322,11288,299,3508,1267,56714,108707,22865,167717,35773,135.0,33107,69607,17002,52605,237038,50700,186338,77798,69627,73616,65445,69522,69607,6995,1176,237038,3.41,0.77,69147,302,17944,51505,952,4850,63649,69312,141,69077,68796,375,58089,13439.0,68882,428,69155,295,68778,20,68807,20918,123,68191,61432,46047,47370,4877,8971,51800,67305,30242,38204,64128,44958,38885,16564,10127,1008,2609,21276,319,11
29,Tlaxcala,25,San Pablo del Monte,1,Ciudad de San Pablo del Monte," 98°10'13.497"" W","19°07'11.056"" N",2291.0,70224,35655,34569,3715,1817,1898,66382,33775,32607,63618,32392,31226,54058,27644,26414,49957,25622,24335,45676,23559,22117,4171,2091,2080,8153,4040,4113,9565,4686,4879,4101,2022,2079,4281,2063,2218,9428,4715,4713,19605,5377.0,2836,2541,96.95,20140,46525,3432,6479,3200,3279,6797,3400,3397,6864,3370,3494,7135,3478,3657,6574,3300,3274,5779,2960,2819,5001,2571,2430,5133,2718,2415,4656,2363,2293,4206,2215,1991,3581,1892,1689,2515,1289,1226,1945,1011,934,1371,726,645,860,468,392,572,280,292,323,179,144,306,172,134,2.09,55665,27909,27756,14330,7636,6694,62058,31594,30464,1489,781,708,2768,1407,1361,29,20,9,2721,1384,1337,2761,28,2715,9811,      784,      367,      417,2167,938,910,316,462.0,411,334,5096,1621,3216,393,1223,345,964,576,62492,1637,792,845,320,157,163,491,223,268,2797,1431,1366,2531,1302,1229,171,78,93,2113,1401,712,2075,1318,757,3559,2046,1513,11437,5924,5513,1724,677,1047,14628,7332,7296,14702,7351,7351,8.79,8.63,8.96,34701,13871,20830,19236,13722,5514,33938,13673,20265,763,198,565,26981,43097,12781,1060,159,59,28125,364,618,215,19142,30499,4417,65232,2893,17.0,1923,15221,3627,11594,70164,15124,55040,17184,15225,16862,14903,15190,15221,1596,363,70164,4.61,1.23,14619,539,4350,10807,997,2378,11783,15088,70,14914,14453,244,11310,13337.0,15042,52,15062,96,14801,5,15027,9100,104,11313,8333,3195,5594,1013,5016,11774,14268,3686,5075,12915,6268,1830,1074,624,418,1604,8263,192,10
16,Michoacán de Ocampo,69,La Piedad,1,La Piedad de Cabadas,"102°01'21.194"" W","20°20'29.221"" N",1680.0,87042,45232,41810,4153,2085,2068,82888,43146,39742,79774,41592,38182,69304,36538,32766,64974,34418,30556,60627,32273,28354,4686,2281,2405,8898,4327,4571,10264,5023,5241,4330,2120,2210,4347,2145,2202,10099,5017,5082,23112,11433.0,6355,5078,92.43,22067,57049,7925,7267,3639,3628,7491,3622,3869,7309,3552,3757,7411,3638,3773,7035,3524,3511,6714,3446,3268,6281,3379,2902,5909,3157,2752,5594,3050,2544,5502,2918,2584,5059,2723,2336,4036,2228,1808,3508,1908,1600,2752,1515,1237,2122,1156,966,1385,768,617,918,540,378,748,468,280,2.09,73291,38023,35268,12876,6773,6103,77495,40591,36904,1743,839,904,257,111,146,4,2,2,253,109,144,255,3,252,528,     1202,      596,      606,4918,2869,1917,527,915.0,925,817,9325,3491,5660,583,1842,559,1867,1014,72292,1917,948,969,463,218,245,576,270,306,3059,1581,1478,3164,1599,1565,286,122,164,2731,1719,1012,3718,2174,1544,6058,3396,2662,10338,5613,4725,3179,1415,1764,12330,6571,5759,27237,14088,13149,9.42,9.24,9.62,43874,18526,25348,25211,17912,7299,43214,18324,24890,660,202,458,29247,57726,35736,6495,79,34,14641,62,909,437,23146,37747,8389,77655,5774,63.0,3490,24150,8761,15389,86868,29884,56984,31541,24163,31314,23936,24090,24150,6097,1281,86868,3.6,0.93,23955,131,5882,18205,452,2817,20817,24041,46,23880,22694,207,21451,13027.0,24017,37,23992,94,23797,13,23970,9380,71,23213,20936,14121,13582,3415,3467,17167,23091,10274,10946,21427,15038,15530,4394,3146,486,1119,7825,153,10
14,Jalisco,23,Zapotlán el Grande,1,Ciudad Guzmán,"103°27'51.000"" W","19°42'31.000"" N",1519.0,111975,57735,54240,4923,2393,2530,107031,55331,51700,103592,53615,49977,91272,47533,43739,85928,44948,40980,80473,42264,38209,5215,2583,2632,10544,5215,5329,12413,6048,6365,5344,2585,2759,5455,2684,2771,14830,7322,7508,30689,14351.0,7977,6374,93.95,26026,76208,9720,8362,4109,4253,8836,4386,4450,8828,4281,4547,9575,4735,4840,10710,5271,5439,9199,4563,4636,8741,4496,4245,8174,4240,3934,7263,3836,3427,6559,3548,3011,6301,3496,2805,5055,2786,2269,4631,2513,2118,3462,1919,1543,2533,1401,1132,1696,930,766,1036,597,439,993,617,376,1.95,100172,52268,47904,10689,4901,5788,98548,51600,46948,4552,1818,2734,841,242,599,9,6,3,826,233,593,835,7,822,1019,     1194,      575,      619,4954,2578,2024,652,1032.0,963,908,10056,3002,6677,748,2086,611,1700,1498,96189,1734,845,889,369,160,209,395,159,236,4318,2234,2084,6766,3620,3146,187,84,103,2240,1280,960,2837,1554,1283,6096,3343,2753,9840,5234,4606,2908,1173,1735,17013,8488,8525,43781,23194,20587,10.62,10.61,10.64,59534,26212,33322,31221,21217,10004,58971,26013,32958,563,199,364,23706,88198,65234,8798,98,115,13873,91,1502,255,34461,46314,10476,98749,7056,109.0,5924,30744,11470,19274,111045,38747,72298,36958,30793,36536,30371,30722,30744,4115,2050,111045,3.61,0.99,30352,366,6793,23923,873,3546,26298,30682,36,30636,30498,81,27981,12954.0,30626,40,30669,48,30577,5,30618,11026,67,29370,25791,16733,17893,5598,10788,22922,29222,15161,16578,28041,20803,18448,6951,3984,716,987,8353,126,11
14,Jalisco,63,Ocotlán,1,Ocotlán,"102°46'05.000"" W","20°21'05.000"" N",1530.0,94978,48709,46269,4686,2268,2418,90284,46437,43847,86951,44796,42155,75302,39084,36218,70239,36585,33654,65176,34033,31143,5047,2482,2565,9935,4871,5064,11633,5728,5905,5063,2499,2564,5063,2552,2511,11774,5917,5857,25438,11644.0,6258,5386,94.99,24731,62319,7920,8019,3909,4110,8367,4112,4255,8345,4099,4246,8570,4316,4254,8267,4153,4114,7422,3824,3598,6797,3544,3253,6498,3323,3175,6152,3226,2926,5803,3052,2751,5052,2725,2327,4034,2164,1870,3724,2045,1679,2935,1518,1417,2133,1132,1001,1395,728,667,777,423,354,680,412,268,2.12,86507,44438,42069,7736,3907,3829,84716,43726,40990,1888,933,955,146,68,78,1,1,0,144,66,78,146,1,144,297,      909,      445,      464,5250,2654,2200,725,1028.0,994,923,11190,3569,6948,611,2425,487,2393,1343,77900,2062,993,1069,466,213,253,661,307,354,3507,1824,1683,4168,2120,2048,305,136,169,2072,1173,899,2766,1523,1243,6015,3256,2759,10671,5494,5177,3303,1404,1899,16072,8587,7485,28907,14861,14046,9.65,9.58,9.72,47544,20196,27348,27621,18835,8786,46811,19979,26832,733,217,516,22396,72537,59783,2582,54,367,9550,55,793,237,25911,40160,9209,88004,3896,84.0,2901,26240,9562,16678,94885,33085,61800,31400,26248,30516,25364,26151,26240,4153,999,94885,3.62,0.97,25860,289,6903,19244,757,3578,21811,26107,42,26058,25330,91,22016,12494.0,26041,45,26050,92,25966,11,26020,7595,65,24922,21370,13488,14210,10402,14800,18961,24783,10952,12055,23917,17313,16988,5507,3691,620,982,7669,140,10
14,Jalisco,67,Puerto Vallarta,1,Puerto Vallarta,"105°13'38.000"" W","20°36'49.000"" N",101.0,224166,112147,112019,10214,5020,5194,213880,107091,106789,206788,103587,103201,181022,90988,90034,169887,85551,84336,159006,80157,78849,10631,5216,5415,22227,10887,11340,26239,12809,13430,11135,5437,5698,10881,5394,5487,27862,13795,14067,61958,22724.0,11821,10903,99.89,54207,155187,14700,17306,8524,8782,18060,8791,9269,18841,9245,9596,18500,9186,9314,20243,10003,10240,19994,9932,10062,18649,9322,9327,17028,8454,8574,15354,7722,7632,14490,7339,7151,12952,6679,6273,9953,5093,4860,8024,4159,3865,5864,2938,2926,3895,2037,1858,2365,1231,1134,1421,766,655,1155,690,465,1.88,153843,77413,76430,65058,32308,32750,190750,96041,94709,13624,6552,7072,2503,1232,1271,30,22,8,2461,1206,1255,2480,30,2438,5633,     4418,     2093,     2325,9616,4758,4056,1522,1758.0,1818,1853,21940,6737,13319,1528,3895,932,4534,3026,190860,4300,2098,2202,917,449,468,814,362,452,8039,4186,3853,8916,4718,4198,630,259,371,3162,1726,1436,4482,2356,2126,9929,5076,4853,19564,9819,9745,6264,2667,3597,39508,19297,20211,84356,43084,41272,10.46,10.49,10.43,127026,55604,71422,53513,35227,18286,125633,55180,70453,1393,424,969,59042,164808,131804,6059,199,1297,20656,188,5940,1032,64848,92819,23193,169978,22350,516.0,30760,67043,23081,43962,223726,74330,149396,92445,67069,90852,65476,66892,67043,8915,16461,223726,3.34,1.04,66103,769,23779,43098,6580,13919,46379,66777,101,66371,65744,507,34557,12231.0,66646,76,66700,176,66223,20,66607,31042,236,63452,51663,32595,33490,6680,9625,45633,61102,32362,31199,63999,48344,33046,21570,9094,2631,1706,15786,417,11
